ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300001.SZ,20241113,23.8,24.19,23.37,24.06,23.99,0.07,0.2918,259022.08,616024.95
300002.SZ,20241113,13.45,14.47,13.38,14.3,13.52,0.78,5.7692,1755383.95,2471363.185
300003.SZ,20241113,13.2,13.41,12.85,13.06,13.26,-0.2,-1.5083,422066.7,551191.405
300004.SZ,20241113,7.27,7.44,7.09,7.29,7.25,0.04,0.5517,222050.79,161015.275
300005.SZ,20241113,8.34,8.44,8.05,8.2,8.36,-0.16,-1.9139,289461.01,237170.823
300006.SZ,20241113,5.21,5.41,4.99,5.09,5.27,-0.18,-3.4156,492007.0,254352.468
300007.SZ,20241113,19.36,19.48,18.63,19.44,19.57,-0.13,-0.6643,207956.16,398072.68
300008.SZ,20241113,5.78,5.87,5.71,5.84,5.78,0.06,1.0381,800524.46,465096.413
300009.SZ,20241113,9.88,9.93,9.53,9.65,9.87,-0.22,-2.229,343078.22,331871.279
300010.SZ,20241113,9.6,10.5,9.47,10.5,9.7,0.8,8.2474,2822651.85,2857710.364
300011.SZ,20241113,8.65,8.79,8.4,8.63,8.64,-0.01,-0.1157,203809.9,175253.827
300012.SZ,20241113,15.11,15.11,14.61,14.93,15.14,-0.21,-1.3871,414597.0,614723.371
300013.SZ,20241113,3.85,3.93,3.78,3.91,3.87,0.04,1.0336,140866.93,54362.466
300014.SZ,20241113,53.06,54.79,52.14,54.19,53.7,0.49,0.9125,523073.9,2793525.338
300015.SZ,20241113,16.5,16.65,16.08,16.36,16.79,-0.43,-2.561,1837073.6,3000240.633
300016.SZ,20241113,7.65,7.66,7.26,7.41,7.69,-0.28,-3.6411,238650.5,176838.913
300017.SZ,20241113,10.29,10.29,9.9,10.15,10.32,-0.17,-1.6473,1518054.09,1529422.269
300018.SZ,20241113,6.84,7.06,6.8,7.05,6.97,0.08,1.1478,161065.0,111747.418
300019.SZ,20241113,15.39,15.99,15.2,15.65,15.54,0.11,0.7079,89261.0,138682.441
300020.SZ,20241113,2.91,2.98,2.77,2.86,2.91,-0.05,-1.7182,561957.63,160476.473
300021.SZ,20241113,4.65,4.7,4.36,4.46,4.46,0.0,0.0,396538.05,178669.672
300022.SZ,20241113,4.87,5.09,4.85,4.95,4.87,0.08,1.6427,195079.01,96639.533
300024.SZ,20241113,19.35,19.99,18.5,19.77,19.7,0.07,0.3553,1755392.3,3377360.641
300025.SZ,20241113,10.46,10.77,10.03,10.27,10.46,-0.19,-1.8164,321839.0,331007.601
300026.SZ,20241113,4.4,4.44,4.24,4.36,4.46,-0.1,-2.2422,1367110.99,591517.368
300027.SZ,20241113,3.2,3.27,3.11,3.2,3.34,-0.14,-4.1916,2408724.81,768195.521
300029.SZ,20241113,6.33,6.44,6.16,6.42,6.4,0.02,0.3125,54714.5,34526.06
300030.SZ,20241113,7.35,7.42,6.91,7.1,7.36,-0.26,-3.5326,255633.23,182129.183
300031.SZ,20241113,20.28,20.78,20.01,20.48,20.42,0.06,0.2938,249565.87,508469.738
300032.SZ,20241113,5.75,5.82,5.55,5.81,5.88,-0.07,-1.1905,452016.21,257425.717
300033.SZ,20241113,312.99,328.88,297.0,318.0,318.78,-0.78,-0.2447,273947.74,8511450.599
300034.SZ,20241113,18.06,18.29,17.81,18.27,18.2,0.07,0.3846,181515.99,328344.301
300035.SZ,20241113,16.94,17.37,16.7,17.12,17.3,-0.18,-1.0405,294590.56,499324.662
300036.SZ,20241113,19.8,20.26,19.6,20.1,20.17,-0.07,-0.3471,183950.04,365911.742
300037.SZ,20241113,44.0,45.27,43.01,44.27,44.45,-0.18,-0.4049,94021.24,411876.713
300039.SZ,20241113,7.21,7.26,6.88,7.02,7.12,-0.1,-1.4045,501989.03,353014.984
300040.SZ,20241113,7.06,7.36,6.91,7.15,7.12,0.03,0.4213,625296.85,446997.526
300041.SZ,20241113,9.62,10.09,9.31,9.94,9.63,0.31,3.2191,391106.44,381364.511
300042.SZ,20241113,23.26,23.72,22.76,23.72,23.39,0.33,1.4109,81751.5,190508.507
300043.SZ,20241113,3.41,3.48,3.33,3.44,3.42,0.02,0.5848,449579.0,153214.637
300044.SZ,20241113,7.92,7.92,7.54,7.78,8.14,-0.36,-4.4226,1045192.54,807657.695
300045.SZ,20241113,28.45,28.64,27.59,28.31,28.72,-0.41,-1.4276,360112.15,1009824.607
300046.SZ,20241113,44.99,45.57,42.86,44.9,45.89,-0.99,-2.1573,316093.44,1397482.749
300047.SZ,20241113,16.15,16.56,15.6,16.35,16.44,-0.09,-0.5474,683826.1,1101323.759
300048.SZ,20241113,5.53,5.57,5.37,5.51,5.54,-0.03,-0.5415,137503.04,75110.804
300049.SZ,20241113,39.71,40.18,38.48,39.6,39.99,-0.39,-0.9752,109640.0,431054.227
300050.SZ,20241113,6.73,8.15,6.59,8.15,6.79,1.36,20.0295,1676165.98,1306328.771
300051.SZ,20241113,9.31,9.74,9.21,9.71,9.36,0.35,3.7393,108816.49,103993.69
300052.SZ,20241113,21.15,21.69,20.68,21.31,21.36,-0.05,-0.2341,159164.16,337895.612
300053.SZ,20241113,17.31,17.86,16.8,17.48,17.57,-0.09,-0.5122,500303.86,863889.597
300054.SZ,20241113,30.11,30.54,29.47,29.98,30.31,-0.33,-1.0887,187897.98,560889.387
300055.SZ,20241113,5.6,5.69,5.46,5.6,5.64,-0.04,-0.7092,124393.72,69055.759
300056.SZ,20241113,15.29,15.35,14.56,15.15,15.44,-0.29,-1.8782,267852.44,401264.4
300057.SZ,20241113,5.96,6.08,5.78,5.97,6.02,-0.05,-0.8306,316925.24,187603.615
300058.SZ,20241113,9.6,11.12,9.6,10.15,9.54,0.61,6.3941,6171716.64,6407902.91
300059.SZ,20241113,28.01,28.68,27.42,28.18,28.35,-0.17,-0.5996,8398931.49,23531753.37
300061.SZ,20241113,17.1,17.8,16.87,17.57,17.26,0.31,1.7961,452369.59,789794.197
300062.SZ,20241113,5.93,6.3,5.8,6.24,5.95,0.29,4.8739,487431.85,296984.566
300063.SZ,20241113,10.34,11.98,10.3,11.1,10.11,0.99,9.7923,2017048.0,2226232.083
300065.SZ,20241113,10.09,10.26,9.9,10.23,10.16,0.07,0.689,297738.0,301061.684
300066.SZ,20241113,4.68,4.85,4.63,4.73,4.73,0.0,0.0,334228.39,157845.957
300067.SZ,20241113,6.22,6.45,6.17,6.31,6.22,0.09,1.4469,684428.65,432539.397
300068.SZ,20241113,21.5,22.33,20.85,21.71,21.85,-0.14,-0.6407,963717.06,2093535.217
300069.SZ,20241113,15.56,16.1,15.38,15.85,15.47,0.38,2.4564,43770.0,68870.868
300070.SZ,20241113,6.16,6.25,5.92,6.16,6.19,-0.03,-0.4847,1378715.17,839940.649
300071.SZ,20241113,4.07,4.22,4.03,4.15,4.09,0.06,1.467,437738.03,181196.254
300072.SZ,20241113,3.96,4.0,3.83,3.96,4.0,-0.04,-1.0,564595.24,220562.053
300073.SZ,20241113,50.8,52.8,49.66,51.45,50.8,0.65,1.2795,393665.67,2009888.361
300074.SZ,20241113,4.64,4.77,4.55,4.75,4.7,0.05,1.0638,237856.21,111037.299
300075.SZ,20241113,20.12,20.32,19.52,19.84,20.39,-0.55,-2.6974,335780.38,666457.81
300076.SZ,20241113,5.89,5.93,5.6,5.84,5.9,-0.06,-1.0169,248585.0,142845.694
300077.SZ,20241113,33.87,34.2,32.15,33.46,34.26,-0.8,-2.3351,858616.51,2837306.706
300078.SZ,20241113,3.89,3.99,3.7,3.8,3.89,-0.09,-2.3136,963817.28,366967.085
300079.SZ,20241113,6.07,6.24,6.01,6.18,6.14,0.04,0.6515,531878.34,325944.709
300080.SZ,20241113,5.15,5.29,5.1,5.29,5.2,0.09,1.7308,291854.47,151726.288
300081.SZ,20241113,6.92,7.49,6.86,7.27,6.94,0.33,4.755,714470.68,515679.923
300082.SZ,20241113,6.85,6.98,6.68,6.95,6.92,0.03,0.4335,92800.21,63315.603
300083.SZ,20241113,8.02,8.13,7.8,7.99,8.1,-0.11,-1.358,618250.04,490677.142
300084.SZ,20241113,6.48,6.53,6.33,6.45,6.49,-0.04,-0.6163,68529.0,43961.732
300085.SZ,20241113,52.15,52.55,47.8,50.25,52.8,-2.55,-4.8295,753582.97,3798031.481
300086.SZ,20241113,5.4,5.52,5.23,5.36,5.46,-0.1,-1.8315,195904.85,104908.917
300087.SZ,20241113,12.35,12.64,11.88,12.04,12.18,-0.14,-1.1494,534413.27,649484.692
300088.SZ,20241113,7.8,7.84,7.5,7.74,8.04,-0.3,-3.7313,1929501.71,1480856.668
300091.SZ,20241113,3.04,3.04,2.91,3.0,3.04,-0.04,-1.3158,633501.0,188212.859
300092.SZ,20241113,12.69,12.79,12.36,12.71,12.69,0.02,0.1576,94664.02,119253.874
300093.SZ,20241113,20.0,20.86,19.63,20.39,20.48,-0.09,-0.4395,179297.75,362021.355
300094.SZ,20241113,4.61,4.67,4.4,4.54,4.73,-0.19,-4.0169,1343050.72,608584.685
300095.SZ,20241113,7.51,7.6,7.38,7.56,7.51,0.05,0.6658,76126.96,57195.718
300096.SZ,20241113,3.71,3.9,3.67,3.81,3.74,0.07,1.8717,228351.56,86205.006
300097.SZ,20241113,7.82,7.9,7.57,7.87,7.9,-0.03,-0.3797,139688.62,108268.041
300098.SZ,20241113,6.43,7.47,6.13,6.99,6.4,0.59,9.2188,2957560.75,1970971.68
300099.SZ,20241113,6.73,6.82,6.57,6.78,6.8,-0.02,-0.2941,230218.12,154015.888
300100.SZ,20241113,23.4,23.55,22.05,22.95,23.58,-0.63,-2.6718,218725.92,495210.706
300101.SZ,20241113,23.05,23.37,22.37,22.93,23.06,-0.13,-0.5637,276105.05,629929.394
300102.SZ,20241113,13.4,13.69,13.22,13.66,13.53,0.13,0.9608,440580.11,590431.861
300103.SZ,20241113,7.91,8.09,7.75,8.0,7.98,0.02,0.2506,124119.51,98437.209
300105.SZ,20241113,7.53,7.77,7.45,7.73,7.59,0.14,1.8445,134048.0,102452.083
300106.SZ,20241113,10.3,10.37,9.9,10.19,10.36,-0.17,-1.6409,150065.32,151684.659
300107.SZ,20241113,12.12,12.27,11.7,12.26,12.23,0.03,0.2453,300816.2,360433.654
300108.SZ,20241113,2.97,3.07,2.9,2.94,3.08,-0.14,-4.5455,328421.5,97460.255
300109.SZ,20241113,13.8,13.98,13.52,13.76,13.86,-0.1,-0.7215,100123.43,137461.323
300110.SZ,20241113,4.01,4.06,3.91,3.98,4.07,-0.09,-2.2113,368958.91,146575.705
300111.SZ,20241113,3.35,3.4,3.25,3.35,3.41,-0.06,-1.7595,505976.0,167719.482
300112.SZ,20241113,9.3,9.4,9.05,9.34,9.32,0.02,0.2146,101824.44,93742.016
300113.SZ,20241113,15.05,15.45,14.82,15.31,15.22,0.09,0.5913,253075.99,383529.496
300115.SZ,20241113,19.27,19.38,18.43,18.95,19.26,-0.31,-1.6096,638933.35,1202433.787
300117.SZ,20241113,2.07,2.38,2.07,2.35,2.09,0.26,12.4402,508714.65,111742.443
300118.SZ,20241113,14.02,14.86,14.02,14.48,14.17,0.31,2.1877,646236.13,934316.587
300119.SZ,20241113,18.81,19.15,18.1,18.75,19.0,-0.25,-1.3158,127982.26,237120.786
300120.SZ,20241113,13.2,13.35,12.57,12.99,13.3,-0.31,-2.3308,537479.08,690364.766
300121.SZ,20241113,16.0,16.15,15.1,15.71,16.19,-0.48,-2.9648,456702.03,708624.782
300122.SZ,20241113,32.37,32.7,31.77,32.53,32.89,-0.36,-1.0946,551016.15,1776124.238
300123.SZ,20241113,7.49,7.67,7.31,7.51,7.56,-0.05,-0.6614,507265.3,378250.0
300124.SZ,20241113,61.2,61.93,60.35,61.78,62.0,-0.22,-0.3548,316236.04,1933642.47
300125.SZ,20241113,6.19,6.35,5.98,6.28,6.25,0.03,0.48,222049.93,136948.556
300126.SZ,20241113,5.92,6.05,5.76,6.05,5.94,0.11,1.8519,53253.81,31550.643
300127.SZ,20241113,32.61,35.57,31.8,32.57,33.72,-1.15,-3.4104,344295.16,1155506.547
300128.SZ,20241113,6.1,6.2,5.85,6.02,6.13,-0.11,-1.7945,660389.09,395248.669
300129.SZ,20241113,8.45,8.58,8.24,8.43,8.47,-0.04,-0.4723,249080.41,209187.834
300130.SZ,20241113,27.54,27.65,26.75,27.26,27.97,-0.71,-2.5384,279640.61,758008.534
300131.SZ,20241113,8.41,8.78,8.31,8.63,8.51,0.12,1.4101,898870.79,771465.036
300132.SZ,20241113,5.15,5.27,5.06,5.18,5.19,-0.01,-0.1927,135957.8,69928.246
300133.SZ,20241113,8.26,8.75,8.26,8.48,8.34,0.14,1.6787,1387838.02,1182033.452
300134.SZ,20241113,14.79,14.94,14.25,14.78,14.91,-0.13,-0.8719,231570.26,337344.475
300135.SZ,20241113,4.24,4.51,4.13,4.49,4.29,0.2,4.662,942041.73,409270.22
300136.SZ,20241113,29.31,30.88,29.31,29.57,29.02,0.55,1.8952,953196.68,2855626.225
300137.SZ,20241113,4.85,4.97,4.79,4.91,4.87,0.04,0.8214,325083.29,158969.407
300138.SZ,20241113,9.32,9.41,9.11,9.33,9.34,-0.01,-0.1071,90596.98,83877.007
300139.SZ,20241113,18.47,19.15,18.32,18.81,18.37,0.44,2.3952,327278.96,612977.345
300140.SZ,20241113,6.9,6.96,6.68,6.84,6.89,-0.05,-0.7257,204589.53,139332.678
300141.SZ,20241113,9.62,10.48,9.62,10.34,9.77,0.57,5.8342,212361.09,214608.06
300142.SZ,20241113,16.3,17.0,16.03,16.71,16.59,0.12,0.7233,506183.89,832237.512
300143.SZ,20241113,10.75,10.8,10.42,10.58,10.85,-0.27,-2.4885,139258.06,147426.931
300144.SZ,20241113,10.48,10.53,9.77,9.95,10.36,-0.41,-3.9575,1074489.92,1071388.917
300145.SZ,20241113,3.56,3.61,3.47,3.58,3.59,-0.01,-0.2786,614864.85,217504.386
300146.SZ,20241113,13.43,13.66,13.31,13.52,13.57,-0.05,-0.3685,235323.21,316730.981
300147.SZ,20241113,14.2,14.48,13.44,13.89,14.53,-0.64,-4.4047,763990.9,1061703.139
300148.SZ,20241113,4.13,4.28,4.08,4.24,4.17,0.07,1.6787,585845.03,245918.409
300149.SZ,20241113,7.35,7.57,6.99,7.15,7.43,-0.28,-3.7685,252282.0,182134.052
300150.SZ,20241113,4.8,4.85,4.63,4.8,4.81,-0.01,-0.2079,235893.32,111806.483
300151.SZ,20241113,22.0,22.99,21.79,22.34,21.91,0.43,1.9626,138994.57,311217.468
300152.SZ,20241113,7.02,7.02,6.55,6.72,7.02,-0.3,-4.2735,722707.6,484274.188
300153.SZ,20241113,8.22,9.95,8.22,8.98,8.32,0.66,7.9327,404371.43,366074.296
300154.SZ,20241113,7.13,7.21,6.97,7.16,7.18,-0.02,-0.2786,60999.0,43273.757
300155.SZ,20241113,5.43,5.51,5.27,5.43,5.48,-0.05,-0.9124,265228.4,142781.311
300157.SZ,20241113,3.45,3.52,3.34,3.46,3.49,-0.03,-0.8596,303821.63,104061.157
300158.SZ,20241113,5.33,5.47,5.19,5.26,5.35,-0.09,-1.6822,570493.0,302965.628
300159.SZ,20241113,3.83,3.95,3.75,3.88,3.91,-0.03,-0.7673,955443.0,367139.94
300160.SZ,20241113,6.06,6.37,5.96,6.31,6.14,0.17,2.7687,379517.4,234466.732
300161.SZ,20241113,31.65,32.0,30.16,31.34,31.98,-0.64,-2.0013,127498.5,393908.49
300162.SZ,20241113,8.29,8.38,7.99,8.27,8.37,-0.1,-1.1947,239453.9,195772.736
300163.SZ,20241113,2.38,2.47,2.27,2.35,2.4,-0.05,-2.0833,319949.0,75192.447
300164.SZ,20241113,4.77,4.82,4.63,4.74,4.79,-0.05,-1.0438,394099.0,185457.42
300165.SZ,20241113,4.08,4.18,3.96,4.11,4.14,-0.03,-0.7246,225127.0,91505.21
300166.SZ,20241113,9.98,10.5,9.9,10.33,10.09,0.24,2.3786,695820.14,714699.011
300167.SZ,20241113,2.31,2.4,2.18,2.33,2.37,-0.04,-1.6878,289154.42,66522.07
300168.SZ,20241113,8.85,8.97,8.46,8.61,8.56,0.05,0.5841,508268.3,439238.485
300169.SZ,20241113,10.12,10.38,9.91,10.3,10.22,0.08,0.7828,340656.16,346046.01
300170.SZ,20241113,9.93,10.44,9.85,10.42,9.95,0.47,4.7236,1028032.17,1050514.471
300171.SZ,20241113,14.0,14.37,13.76,13.97,14.1,-0.13,-0.922,136236.12,190960.776
300172.SZ,20241113,5.67,5.74,5.54,5.7,5.71,-0.01,-0.1751,252686.27,142778.416
300173.SZ,20241113,7.0,7.16,6.32,6.55,6.75,-0.2,-2.963,1469592.14,974371.964
300174.SZ,20241113,18.55,18.93,17.7,18.64,18.42,0.22,1.1944,123445.59,225533.924
300175.SZ,20241113,8.05,8.15,7.57,7.98,7.85,0.13,1.6561,336335.0,265019.161
300176.SZ,20241113,9.1,9.69,8.89,9.48,8.86,0.62,6.9977,515970.19,480458.366
300177.SZ,20241113,13.08,13.57,12.72,13.24,13.02,0.22,1.6897,780866.79,1026586.923
300179.SZ,20241113,8.61,8.7,8.44,8.63,8.62,0.01,0.116,75484.47,64650.698
300180.SZ,20241113,8.85,9.0,8.58,8.82,8.99,-0.17,-1.891,1305641.11,1142429.916
300181.SZ,20241113,17.5,17.79,16.91,17.2,17.63,-0.43,-2.439,174721.07,302277.471
300182.SZ,20241113,5.86,6.23,5.86,6.07,5.91,0.16,2.7073,2070485.32,1254825.579
300183.SZ,20241113,20.2,21.05,19.5,19.72,19.61,0.11,0.5609,364455.75,733724.647
